"week_ID","zone","week_start_date","moon_phase","sampling_flag_plankton","sampling_flag_eDNA","sampling_flag_eDNA2","sampling_flag_sediment","sampling_flag_sediment2","sampling","n_replicas","sampling_calendar"
24,"Other zones",2025-06-11,"Full",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"eDNA"
25,"Other zones",2025-06-18,"Waning",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"eDNA"
26,"Other zones",2025-06-25,"New",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"eDNA"
27,"Other zones",2025-07-02,"Waxing",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"eDNA"
28,"Other zones",2025-07-09,"Full",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"eDNA"
29,"Other zones",2025-07-16,"Waning",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"eDNA"
30,"Other zones",2025-07-23,"New",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"eDNA"
31,"Other zones",2025-07-30,"Waxing",TRUE,TRUE,FALSE,FALSE,FALSE,"No sampling",0,"eDNA"
32,"Other zones",2025-08-06,"Full",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"eDNA"
33,"Other zones",2025-08-13,"Waning",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"eDNA"
34,"Other zones",2025-08-20,"New",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"eDNA"
35,"Other zones",2025-08-27,"Waxing",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"eDNA"
36,"Other zones",2025-09-03,"Waxing",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"eDNA"
37,"Other zones",2025-09-10,"Full",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"eDNA"
38,"Other zones",2025-09-17,"Waning",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"eDNA"
39,"Other zones",2025-09-24,"New",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"eDNA"
40,"Other zones",2025-10-01,"Waxing",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"eDNA"
41,"Other zones",2025-10-08,"Full",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"eDNA"
42,"Other zones",2025-10-15,"Waning",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"eDNA"
43,"Other zones",2025-10-22,"New",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"eDNA"
44,"Other zones",2025-10-29,"Waxing",FALSE,TRUE,FALSE,TRUE,FALSE,"No sampling",0,"eDNA"
45,"Other zones",2025-11-05,"Full",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"eDNA"
46,"Other zones",2025-11-12,"Waning",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"eDNA"
47,"Other zones",2025-11-19,"New",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"eDNA"
48,"Other zones",2025-11-26,"Waxing",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"eDNA"
49,"Other zones",2025-12-03,"Full",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"eDNA"
50,"Other zones",2025-12-10,"Waning",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"eDNA"
51,"Other zones",2025-12-17,"New",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"eDNA"
52,"Other zones",2025-12-24,"Waxing",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"eDNA"
53,"Other zones",2025-12-31,"Full",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"eDNA"
1,"Z1",2025-01-01,"New",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
2,"Z1",2025-01-08,"Waxing",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
3,"Z1",2025-01-15,"Full",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
4,"Z1",2025-01-22,"Waning",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
5,"Z1",2025-01-29,"New",TRUE,TRUE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
6,"Z1",2025-02-05,"Waxing",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
7,"Z1",2025-02-12,"Full",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
8,"Z1",2025-02-19,"Waning",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
9,"Z1",2025-02-26,"New",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
10,"Z1",2025-03-05,"Waxing",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
11,"Z1",2025-03-12,"Full",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
12,"Z1",2025-03-19,"Waning",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
13,"Z1",2025-03-26,"New",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
14,"Z1",2025-04-02,"Waxing",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
15,"Z1",2025-04-09,"Full",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
16,"Z1",2025-04-16,"Full",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
17,"Z1",2025-04-23,"Waning",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
18,"Z1",2025-04-30,"New",FALSE,TRUE,TRUE,TRUE,TRUE,"Sediment",3,"Sediment"
19,"Z1",2025-05-07,"Waxing",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
20,"Z1",2025-05-14,"Full",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
21,"Z1",2025-05-21,"Waning",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
22,"Z1",2025-05-28,"New",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
23,"Z1",2025-06-04,"Waxing",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
24,"Z1",2025-06-11,"Full",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
25,"Z1",2025-06-18,"Waning",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
26,"Z1",2025-06-25,"New",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
27,"Z1",2025-07-02,"Waxing",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
28,"Z1",2025-07-09,"Full",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
29,"Z1",2025-07-16,"Waning",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
30,"Z1",2025-07-23,"New",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
31,"Z1",2025-07-30,"Waxing",TRUE,TRUE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
32,"Z1",2025-08-06,"Full",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
33,"Z1",2025-08-13,"Waning",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
34,"Z1",2025-08-20,"New",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
35,"Z1",2025-08-27,"Waxing",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
36,"Z1",2025-09-03,"Waxing",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
37,"Z1",2025-09-10,"Full",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
38,"Z1",2025-09-17,"Waning",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
39,"Z1",2025-09-24,"New",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
40,"Z1",2025-10-01,"Waxing",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
41,"Z1",2025-10-08,"Full",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
42,"Z1",2025-10-15,"Waning",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
43,"Z1",2025-10-22,"New",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
44,"Z1",2025-10-29,"Waxing",FALSE,TRUE,FALSE,TRUE,FALSE,"Sediment",3,"Sediment"
45,"Z1",2025-11-05,"Full",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
46,"Z1",2025-11-12,"Waning",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
47,"Z1",2025-11-19,"New",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
48,"Z1",2025-11-26,"Waxing",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
49,"Z1",2025-12-03,"Full",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
50,"Z1",2025-12-10,"Waning",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
51,"Z1",2025-12-17,"New",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
52,"Z1",2025-12-24,"Waxing",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
53,"Z1",2025-12-31,"Full",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
1,"Z2",2025-01-01,"New",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
2,"Z2",2025-01-08,"Waxing",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
3,"Z2",2025-01-15,"Full",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
4,"Z2",2025-01-22,"Waning",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
5,"Z2",2025-01-29,"New",TRUE,TRUE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
6,"Z2",2025-02-05,"Waxing",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
7,"Z2",2025-02-12,"Full",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
8,"Z2",2025-02-19,"Waning",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
9,"Z2",2025-02-26,"New",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
10,"Z2",2025-03-05,"Waxing",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
11,"Z2",2025-03-12,"Full",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
12,"Z2",2025-03-19,"Waning",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
13,"Z2",2025-03-26,"New",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
14,"Z2",2025-04-02,"Waxing",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
15,"Z2",2025-04-09,"Full",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
16,"Z2",2025-04-16,"Full",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
17,"Z2",2025-04-23,"Waning",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
18,"Z2",2025-04-30,"New",FALSE,TRUE,TRUE,TRUE,TRUE,"Sediment",3,"Sediment"
19,"Z2",2025-05-07,"Waxing",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
20,"Z2",2025-05-14,"Full",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
21,"Z2",2025-05-21,"Waning",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
22,"Z2",2025-05-28,"New",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
23,"Z2",2025-06-04,"Waxing",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
24,"Z2",2025-06-11,"Full",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
25,"Z2",2025-06-18,"Waning",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
26,"Z2",2025-06-25,"New",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
27,"Z2",2025-07-02,"Waxing",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
28,"Z2",2025-07-09,"Full",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
29,"Z2",2025-07-16,"Waning",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
30,"Z2",2025-07-23,"New",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
31,"Z2",2025-07-30,"Waxing",TRUE,TRUE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
32,"Z2",2025-08-06,"Full",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
33,"Z2",2025-08-13,"Waning",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
34,"Z2",2025-08-20,"New",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
35,"Z2",2025-08-27,"Waxing",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
36,"Z2",2025-09-03,"Waxing",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
37,"Z2",2025-09-10,"Full",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
38,"Z2",2025-09-17,"Waning",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
39,"Z2",2025-09-24,"New",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
40,"Z2",2025-10-01,"Waxing",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
41,"Z2",2025-10-08,"Full",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
42,"Z2",2025-10-15,"Waning",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
43,"Z2",2025-10-22,"New",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
44,"Z2",2025-10-29,"Waxing",FALSE,TRUE,FALSE,TRUE,FALSE,"Sediment",3,"Sediment"
45,"Z2",2025-11-05,"Full",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
46,"Z2",2025-11-12,"Waning",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
47,"Z2",2025-11-19,"New",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
48,"Z2",2025-11-26,"Waxing",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
49,"Z2",2025-12-03,"Full",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
50,"Z2",2025-12-10,"Waning",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
51,"Z2",2025-12-17,"New",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
52,"Z2",2025-12-24,"Waxing",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
53,"Z2",2025-12-31,"Full",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
1,"Z3",2025-01-01,"New",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
2,"Z3",2025-01-08,"Waxing",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
3,"Z3",2025-01-15,"Full",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
4,"Z3",2025-01-22,"Waning",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
5,"Z3",2025-01-29,"New",TRUE,TRUE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
6,"Z3",2025-02-05,"Waxing",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
7,"Z3",2025-02-12,"Full",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
8,"Z3",2025-02-19,"Waning",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
9,"Z3",2025-02-26,"New",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
10,"Z3",2025-03-05,"Waxing",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
11,"Z3",2025-03-12,"Full",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
12,"Z3",2025-03-19,"Waning",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
13,"Z3",2025-03-26,"New",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
14,"Z3",2025-04-02,"Waxing",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
15,"Z3",2025-04-09,"Full",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
16,"Z3",2025-04-16,"Full",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
17,"Z3",2025-04-23,"Waning",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
18,"Z3",2025-04-30,"New",FALSE,TRUE,TRUE,TRUE,TRUE,"Sediment",3,"Sediment"
19,"Z3",2025-05-07,"Waxing",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
20,"Z3",2025-05-14,"Full",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
21,"Z3",2025-05-21,"Waning",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
22,"Z3",2025-05-28,"New",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
23,"Z3",2025-06-04,"Waxing",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
24,"Z3",2025-06-11,"Full",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
25,"Z3",2025-06-18,"Waning",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
26,"Z3",2025-06-25,"New",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
27,"Z3",2025-07-02,"Waxing",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
28,"Z3",2025-07-09,"Full",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
29,"Z3",2025-07-16,"Waning",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
30,"Z3",2025-07-23,"New",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
31,"Z3",2025-07-30,"Waxing",TRUE,TRUE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
32,"Z3",2025-08-06,"Full",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
33,"Z3",2025-08-13,"Waning",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
34,"Z3",2025-08-20,"New",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
35,"Z3",2025-08-27,"Waxing",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
36,"Z3",2025-09-03,"Waxing",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
37,"Z3",2025-09-10,"Full",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
38,"Z3",2025-09-17,"Waning",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
39,"Z3",2025-09-24,"New",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
40,"Z3",2025-10-01,"Waxing",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
41,"Z3",2025-10-08,"Full",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
42,"Z3",2025-10-15,"Waning",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
43,"Z3",2025-10-22,"New",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
44,"Z3",2025-10-29,"Waxing",FALSE,TRUE,FALSE,TRUE,FALSE,"Sediment",3,"Sediment"
45,"Z3",2025-11-05,"Full",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
46,"Z3",2025-11-12,"Waning",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
47,"Z3",2025-11-19,"New",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
48,"Z3",2025-11-26,"Waxing",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
49,"Z3",2025-12-03,"Full",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
50,"Z3",2025-12-10,"Waning",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
51,"Z3",2025-12-17,"New",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
52,"Z3",2025-12-24,"Waxing",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
53,"Z3",2025-12-31,"Full",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
1,"Z5",2025-01-01,"New",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
2,"Z5",2025-01-08,"Waxing",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
3,"Z5",2025-01-15,"Full",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
4,"Z5",2025-01-22,"Waning",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
5,"Z5",2025-01-29,"New",TRUE,TRUE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
6,"Z5",2025-02-05,"Waxing",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
7,"Z5",2025-02-12,"Full",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
8,"Z5",2025-02-19,"Waning",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
9,"Z5",2025-02-26,"New",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
10,"Z5",2025-03-05,"Waxing",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
11,"Z5",2025-03-12,"Full",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
12,"Z5",2025-03-19,"Waning",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
13,"Z5",2025-03-26,"New",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
14,"Z5",2025-04-02,"Waxing",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
15,"Z5",2025-04-09,"Full",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
16,"Z5",2025-04-16,"Full",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
17,"Z5",2025-04-23,"Waning",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
18,"Z5",2025-04-30,"New",FALSE,TRUE,TRUE,TRUE,TRUE,"Sediment",3,"Sediment"
19,"Z5",2025-05-07,"Waxing",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
20,"Z5",2025-05-14,"Full",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
21,"Z5",2025-05-21,"Waning",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
22,"Z5",2025-05-28,"New",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
23,"Z5",2025-06-04,"Waxing",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
24,"Z5",2025-06-11,"Full",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
25,"Z5",2025-06-18,"Waning",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
26,"Z5",2025-06-25,"New",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
27,"Z5",2025-07-02,"Waxing",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
28,"Z5",2025-07-09,"Full",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
29,"Z5",2025-07-16,"Waning",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
30,"Z5",2025-07-23,"New",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
31,"Z5",2025-07-30,"Waxing",TRUE,TRUE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
32,"Z5",2025-08-06,"Full",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
33,"Z5",2025-08-13,"Waning",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
34,"Z5",2025-08-20,"New",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
35,"Z5",2025-08-27,"Waxing",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
36,"Z5",2025-09-03,"Waxing",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
37,"Z5",2025-09-10,"Full",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
38,"Z5",2025-09-17,"Waning",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
39,"Z5",2025-09-24,"New",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
40,"Z5",2025-10-01,"Waxing",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
41,"Z5",2025-10-08,"Full",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
42,"Z5",2025-10-15,"Waning",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
43,"Z5",2025-10-22,"New",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
44,"Z5",2025-10-29,"Waxing",FALSE,TRUE,FALSE,TRUE,FALSE,"Sediment",3,"Sediment"
45,"Z5",2025-11-05,"Full",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
46,"Z5",2025-11-12,"Waning",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
47,"Z5",2025-11-19,"New",TRUE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
48,"Z5",2025-11-26,"Waxing",FALSE,FALSE,FALSE,FALSE,FALSE,"No sampling",0,"Sediment"
